"ID","Progress","Uni","PTY","Current_Year","Course_Duration","Course_Name","Gender","Age","UKRN","timepoint","Perception_Replication1","Perception_Replication2","Perception_Materials1","Perception_Materials2","Perception_Education1","Perception_Education2","Perception_Access1","Perception_Access2","Perception_Data1","Perception_Data2","Perception_Power1","Perception_Power2","Perception_Preregistration1","Perception_Preregistration2","Perception_Preprint1","Perception_Preprint2","Knowledge_Replication","Knowledge_Materials","Knowledge_Education","Knowledge_Access","Knowledge_Data","Knowledge_Power","Knowledge_Preregistration","Knowledge_Preprint","Awareness_Replication","Awareness_Materials","Awareness_Education","Awareness_Access","Awareness_Data","Awareness_Power","Awareness_Preregistration","Awareness_Preprint","Experience_Replication","Experience_Materials","Experience_Education","Experience_Access","Experience_Data","Experience_Power","Experience_Preregistration","Experience_Preprint","Perception_Score_Total","Perception_Score_Mean","Knowledge_Score_Total","Knowledge_Score_Mean","Awareness_Score_Total","Experience_Score_Total","crisis_aware","crisis_learnt","crisis_explain","os_explain","os_learnt","applicability","comments"
192,"100","UKRN01","Yes","Final Year","4","Psychology","female","21","UKRN",2,2,1,1,-1,2,1,1,1,2,1,1,-1,1,-1,-1,-1,2,1,2,-1,-1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,9,0.5625,6,0.75,4,0,1,0,NA,0,0,1,""
613,"100","UNI19","No","Year 1","3","Psychology ","Female ","19","Non-UKRN",2,2,2,0,-2,0,1,0,-1,0,-2,1,2,1,-2,-1,-2,1,2,1,-1,-1,-1,0,-1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,-1,-0.0625,0,0,6,2,0,NA,NA,1,1,1,""
540,"100","UNI06","Yes","Year 1","4","Psychology ","Female","19","Non-UKRN",2,2,1,0,-1,1,1,1,1,1,-1,1,-1,1,-1,1,0,-1,-1,1,0,-1,-1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,7,0.4375,-2,-0.25,4,4,0,NA,NA,0,0,1,""
348,"100","UNI74","No","Year 1","2","Psychology BSc","Female","18","Non-UKRN",2,1,1,0,0,0,1,1,0,1,0,-1,2,2,-1,0,1,2,1,1,-1,-1,0,-1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,8,0.5,2,0.25,4,4,1,0,0,1,0,1,""
723,"71","UKRN01","Yes","Year 2","3","Psychology counselling and mental health","Female","37","UKRN",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,7,1,1,NA,NA,NA,NA,NA,""
277,"100","UKRN01","Yes","Year 2","4","psychology ","female ","19","UKRN",2,0,0,1,2,-1,1,-1,-1,1,0,1,1,1,-1,-1,-1,1,1,1,0,-1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,2,0.125,4,0.5,4,4,1,1,0,0,0,1,""
247,"100","UNI73","No","Year 2","3","BSc Psychology","Female","19","Non-UKRN",2,1,2,1,1,1,1,2,-1,1,1,1,-1,0,1,-1,-1,2,1,-1,-1,0,1,-1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,9,0.5625,2,0.25,5,3,1,1,0,1,0,1,""
237,"100","UNI06","Yes","Year 2","4","psychology","female","20","Non-UKRN",2,0,0,1,0,1,-1,-1,0,0,1,0,1,0,-1,1,0,0,0,1,1,-2,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,2,0.125,0,0,6,2,0,NA,NA,0,1,0,""
624,"100","UNI06","No","Year 1","3","Psychology ","Female","19","Non-UKRN",2,2,2,0,0,2,1,2,0,2,1,0,-1,0,0,0,-1,1,1,2,0,-1,-1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,10,0.625,3,0.375,8,0,0,NA,NA,0,1,0,""
112,"100","UKRN01","Yes","Placement Year","4","BSc Psychology","Female","21","UKRN",2,2,1,2,1,2,2,2,2,2,1,2,1,2,1,-1,-1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,21,1.3125,12,1.5,8,4,1,0,1,1,0,1,""
640,"100","UNI79","No","Year 1","3","Psychology BS","Male","20","Non-UKRN",2,1,2,1,-1,2,-1,2,2,1,-2,-1,1,1,0,-1,-2,2,-1,2,-1,-1,2,-1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,5,0.3125,3,0.375,3,2,0,NA,NA,1,0,1,""
559,"100","UNI06","Yes","Year 1","4","Psychology and Marketing ","Male","19","Non-UKRN",2,-1,1,1,-1,2,0,1,1,1,-1,2,0,1,-1,1,1,1,-1,1,-1,-1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,8,0.5,2,0.25,5,3,1,0,0,1,0,1,""
586,"100","UNI06","Yes","Year 2","4","Bsc Psychology","Female","20","Non-UKRN",2,1,1,0,1,1,1,1,1,1,0,1,1,0,-1,-1,-1,-1,1,1,0,-1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,7,0.4375,2,0.25,3,0,0,NA,NA,0,0,1,""
248,"100","UNI73","No","Final Year","3","Psychology BSc","female","20","Non-UKRN",2,1,2,1,1,2,1,1,1,-1,-1,1,2,1,1,-2,-1,1,2,2,1,-1,-1,2,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,10,0.625,7,0.875,8,4,1,1,1,1,1,1,""
212,"100","UKRN01","Yes","Year 2","4","Psychology","Female","20","UKRN",2,2,1,0,-1,0,0,1,1,1,1,2,2,-1,-1,-1,0,1,1,1,1,-1,-1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,7,0.4375,3,0.375,5,3,0,NA,NA,1,0,1,""
210,"100","UNI09","No","Final Year","3","Psychology","Male","21","Non-UKRN",2,2,2,0,1,2,1,1,1,1,0,1,1,0,1,1,-2,-1,1,1,1,-1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13,0.8125,3,0.375,1,1,0,NA,NA,0,0,1,""
78,"100","UKRN08","No","Year 2","3","Psychology","Female","20","UKRN",2,1,2,0,0,2,2,2,2,1,0,1,2,1,0,-1,-1,1,0,2,1,-1,-1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,14,0.875,4,0.5,6,1,1,1,1,0,0,1,""
388,"100","UNI58","No","Year 1","4","Psychology Bsc. (Hons) with Study Abroad Year","Female","19","Non-UKRN",2,2,2,0,2,2,2,2,2,1,0,-1,2,2,-2,-1,-1,2,2,1,1,-1,-1,1,2,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,14,0.875,7,0.875,4,2,1,0,1,0,0,1,""
85,"100","UKRN01","No","Year 2","3","Psychology","Female","20","UKRN",2,1,1,1,1,0,-1,1,1,1,-1,1,2,0,2,0,0,2,1,0,-1,0,-1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,10,0.625,2,0.25,5,3,1,1,1,0,0,1,""
421,"98","UNI50","No","Year 1","3","Psychology","Female","18","Non-UKRN",2,1,1,0,1,0,1,1,1,1,0,1,1,1,1,-1,-1,1,1,1,-1,-1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,9,0.5625,2,0.25,7,5,1,1,0,0,0,0,""
688,"100","UNI11","No","Final Year","3","Psychology","Female","21","Non-UKRN",2,1,2,1,1,2,2,1,2,1,1,1,1,-1,1,-1,2,1,-1,1,-1,1,1,2,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,17,1.0625,5,0.625,4,4,0,NA,NA,0,0,1,"I think it’s important that students should have access to research freely to ensure they have the best, up-to-date information to gain their qualifications "
342,"100","UKRN04","No","Final Year","3","BSc Psychology ","Female ","21","UKRN",2,1,2,2,1,1,1,1,1,1,-2,-1,2,-1,1,-1,-1,1,1,1,-1,-1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,8,0.5,4,0.5,2,2,1,1,0,0,0,1,""
239,"100","UNI73","No","Year 1","3","BSc Psychology","Female ","19","Non-UKRN",2,1,1,0,0,0,1,1,1,-1,-1,-1,2,0,1,-1,-1,1,1,1,-1,0,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.1875,2,0.25,2,0,1,1,1,0,0,1,""
347,"100","UNI08","No","Year 1","3","BSc Psychology","Female","19","Non-UKRN",2,1,-1,0,2,2,2,1,1,2,1,-1,2,1,1,-2,1,2,2,1,-1,0,-1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,13,0.8125,4,0.5,6,3,1,0,0,0,0,1,""
241,"100","UNI73","No","Year 2","4","Psychology","Female","22","Non-UKRN",2,1,1,1,1,2,1,2,1,1,-1,0,2,0,1,-1,-1,-1,1,1,-1,-2,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,11,0.6875,1,0.125,4,2,1,1,0,0,0,1,""
242,"100","UNI73","No","Year 1","3","Psychology","Gender fluid","22","Non-UKRN",2,2,1,0,1,1,1,2,2,1,0,1,1,0,-1,-1,-1,1,1,-1,-2,-1,-1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,10,0.625,-2,-0.25,3,3,0,NA,NA,0,0,0,""
258,"100","UNI73","No","Final Year","3","BSc Criminology & Psychology","Female","20","Non-UKRN",2,2,2,1,2,2,2,2,-1,2,2,1,2,0,-1,-2,-1,1,1,2,1,-1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0.9375,7,0.875,2,0,1,1,1,0,0,1,"I'm joint honours"
544,"100","UNI06","Yes","Year 2","4","Psychology","Female","20","Non-UKRN",2,2,1,-1,1,-1,1,1,1,1,-1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,7,0.4375,6,0.75,3,2,0,NA,NA,0,0,1,""
459,"100","UNI10","No","Year 2","3","Psychology","Female","21","Non-UKRN",2,2,-2,2,1,2,0,2,0,1,1,1,2,-1,-2,0,-2,1,1,1,-2,-2,2,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,7,0.4375,3,0.375,3,0,0,NA,NA,0,0,1,""
226,"100","UNI06","Yes","Year 1","4","Psychology & Business","Female","18","Non-UKRN",2,1,2,2,2,0,0,1,0,1,-1,1,1,1,-1,-1,-1,1,2,-1,-1,-2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,8,0.5,0,0,8,3,0,NA,NA,1,0,1,""
32,"100","UKRN01","Yes","Final Year","4","Psychology","Cis female","22","UKRN",2,2,1,2,1,1,1,2,2,2,-1,1,1,0,0,0,0,1,1,2,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,15,0.9375,6,0.75,8,3,1,1,1,1,1,1,""
18,"100","UKRN08","No","Year 2","3","psychology with criminology","female","20","UKRN",2,1,1,0,-1,1,1,1,1,1,-2,2,1,1,-1,0,0,-1,-1,1,-1,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0.4375,-1,-0.125,2,0,1,1,1,0,0,0,""
374,"100","UNI10","Yes","Year 1","3","BSc in Psychology ","Female ","18","Non-UKRN",2,2,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,0,1,-1,1,0,-1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0.375,3,0.375,3,0,0,NA,NA,0,0,0,""
123,"100","UKRN01","No","Year 2","3","PSYchology","male","19","UKRN",2,2,2,1,1,-1,1,1,1,1,1,1,2,1,-1,0,-1,1,0,0,1,-1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,12,0.75,4,0.5,5,3,1,0,0,0,0,1,""
468,"43","UKRN01","Yes","Year 2","3","Bsc Psychology","female","24","UKRN",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,""
525,"100","UNI06","Yes","Year 1","4","Psychology and Business Management","Male","18","Non-UKRN",2,2,2,1,0,0,1,1,1,1,0,1,2,2,-2,0,-1,2,1,2,-1,-1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,11,0.6875,6,0.75,3,1,1,1,0,0,0,1,""
414,"100","UNI19","Other (Please specify)","Year 1","3","BSc Psychology","Female","18","Non-UKRN",2,1,2,0,-1,1,1,2,2,1,0,0,2,0,1,-1,0,1,1,1,-2,0,0,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0.6875,1,0.125,1,1,1,1,1,0,0,1,""
552,"100","UNI06","Yes","Year 1","4","psychology","female","20","Non-UKRN",2,2,2,2,0,1,1,0,-1,1,0,1,2,2,1,1,0,1,1,1,0,-1,-1,2,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,15,0.9375,4,0.5,6,2,1,1,0,0,1,1,""
560,"100","UNI06","Yes","Year 1","4","Psychology ","Male","21","Non-UKRN",2,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,-1,2,1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0.5625,2,0.25,1,0,1,1,1,0,0,1,""
42,"100","UKRN08","No","Year 2","3","BSC Hons Psychology ","Female","21","UKRN",2,1,1,0,2,1,1,1,0,1,1,0,2,1,0,0,-1,1,1,1,1,-1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,11,0.6875,5,0.625,5,3,1,1,0,0,1,1,""
338,"100","UNI10","No","Final Year","3","Psychology","Female ","22","Non-UKRN",2,2,1,0,-1,2,2,2,1,2,-2,2,2,0,2,1,1,1,1,-1,-1,1,-2,2,-1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,17,1.0625,0,0,7,1,0,NA,NA,0,0,1,""
24,"100","UKRN08","Yes","Year 2","3","Psychology","Female ","20","UKRN",2,1,1,1,-1,2,1,2,2,2,-1,2,2,-1,0,-1,1,2,1,2,1,1,1,1,2,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,13,0.8125,11,1.375,5,1,1,1,1,0,1,1,""
205,"98","UKRN08","No","Year 2","3","BSC Honors Psychology","Female","22","UKRN",2,2,2,-1,1,0,1,1,1,1,-1,1,2,2,2,1,1,2,1,2,1,1,1,2,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,16,1,11,1.375,5,0,1,1,1,1,1,1,""
315,"100","UKRN01","Yes","Year 1","4","Psychology ","Female","19","UKRN",2,2,1,0,0,0,1,1,1,1,0,2,2,0,-1,-1,-1,2,1,1,-2,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,8,0.5,4,0.5,3,3,0,NA,NA,0,0,1,""
45,"100","UKRN08","No","Year 2","3","Psychology Bsc(Hons)","Male","22","UKRN",2,2,2,0,0,1,1,1,1,1,1,1,2,1,-2,-1,-1,1,0,2,-1,-1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,10,0.625,2,0.25,6,4,1,1,1,1,0,1,""
527,"100","UNI06","Yes","Year 2","4","psychology","female","19","Non-UKRN",2,1,1,1,-1,0,0,2,1,0,-2,1,2,0,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,3,0.1875,-2,-0.25,8,0,0,NA,NA,1,0,1,""
604,"100","UNI19","No","Year 1","3","Paychology","female ","20","Non-UKRN",2,-1,1,1,1,1,0,1,1,1,1,1,2,1,-1,-1,-1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,8,0.5,9,1.125,1,1,1,0,0,0,0,0,""
489,"98","UNI75","Yes","Placement Year","3","BSc Psychology","Male","41","Non-UKRN",2,1,1,0,1,0,1,0,-1,-1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0.25,1,0.125,2,1,0,NA,NA,0,0,1,"no"
26,"100","UKRN08","Yes","Year 1","4","Psychology","Female","20","UKRN",2,2,2,1,-1,1,0,-1,-1,1,-2,1,1,1,0,-1,-2,2,1,-2,-2,0,-1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,2,0.125,0,0,7,5,1,1,1,1,1,1,""
314,"100","UNI08","No","Year 1","3","Psychology","Female","18","Non-UKRN",2,1,1,0,1,1,0,1,0,-1,1,0,1,1,1,-1,-1,1,-1,1,-1,-1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,6,0.375,1,0.125,5,3,1,0,0,0,1,1,""
521,"100","UNI06","Other (Please specify)","Year 2","3","Psychology","Male","21","Non-UKRN",2,1,1,1,-1,1,0,1,0,1,-2,1,2,0,1,-2,-1,0,1,1,-1,-1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,4,0.25,1,0.125,3,3,0,NA,NA,0,0,0,""
386,"100","UNI10","Yes","Year 2","4","English Literature And Psychology ","Male","20","Non-UKRN",2,1,2,0,1,1,2,1,2,1,-2,2,2,0,-2,-2,-1,2,1,1,-2,-2,1,2,2,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,8,0.5,5,0.625,3,5,1,0,0,0,0,1,""
357,"100","UNI74","No","Year 2","2","Psychology with Spanish","Female","20","Non-UKRN",2,-1,1,0,0,-1,1,1,1,-2,-1,1,2,-1,2,-2,-2,1,0,1,-2,-2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-0.0625,1,0.125,1,0,0,NA,NA,0,0,1,""
705,"100","UNI06","Yes","Year 1","4","Psychology","female","20","Non-UKRN",2,0,0,1,0,1,0,0,0,0,0,1,2,1,0,-1,-1,-1,0,2,-1,0,-1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,4,0.25,0,0,1,7,0,NA,NA,0,0,1,""
376,"100","UNI10","Yes","Year 1","3","Criminology and Psychology ","Female ","19","Non-UKRN",2,2,2,0,1,0,1,2,1,2,0,1,2,0,-2,-1,-2,1,1,2,-1,-1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,9,0.5625,4,0.5,6,2,0,NA,NA,1,0,1,""
333,"100","UNI10","No","Final Year","3","PSYCHOLOGY BSc (Hons)","Female","21","Non-UKRN",2,1,2,2,2,0,1,1,-1,0,-2,1,2,1,1,-2,-2,-2,2,1,1,-2,0,2,-1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,7,0.4375,1,0.125,6,4,1,0,0,0,0,1,""
611,"100","UNI06","Yes","Year 1","4","Psychology","Female","19","Non-UKRN",2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,1,-1,-1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,2,0.125,-2,-0.25,6,2,0,NA,NA,0,0,1,""
66,"100","UKRN08","No","Year 1","3","Psychology","Female","23","UKRN",2,2,2,2,1,1,1,2,0,2,2,2,2,2,-2,1,0,2,2,2,1,1,0,2,-2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,20,1.25,8,1,7,0,1,1,1,0,1,1,""
168,"100","UKRN08","Other (Please specify)","Year 2","3","psychology with criminology","male","20","UKRN",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,-1,-0.0625,0,0,5,5,1,1,1,0,0,0,""
139,"100","UKRN01","Yes","Year 2","4","Psychology","Female","21","UKRN",2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,17,1.0625,4,0.5,6,0,1,1,1,1,1,1,""
310,"100","UNI50","No","Year 1","3","Psychology ","Female","18","Non-UKRN",2,2,1,1,1,1,1,0,-1,-1,-1,1,1,1,-2,-1,0,1,1,1,-2,-1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,4,0.25,2,0.25,5,3,0,NA,NA,0,0,1,""
511,"100","UNI06","Yes","Year 2","4","Psychology & Marketing","F","19","Non-UKRN",2,1,1,0,0,1,0,1,0,1,1,1,1,1,-1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0.5,4,0.5,1,1,0,NA,NA,1,1,0,""
282,"100","UNI50","No","Year 1","3","Psychology with Forensic Psychology","Male","19","Non-UKRN",2,2,1,0,1,2,2,2,1,2,1,1,2,0,1,-1,-1,1,1,1,0,0,1,1,2,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,16,1,7,0.875,5,2,0,NA,NA,0,0,1,""
57,"100","UKRN08","No","Year 1","4","Psychology","Male","21","UKRN",2,2,2,0,0,-1,0,1,-1,1,-1,2,-1,1,1,-1,-1,-1,-1,1,1,0,0,1,2,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,4,0.25,3,0.375,4,4,0,NA,NA,0,0,1,""
337,"88","UNI72","No","Year 2","3","Psychology","Female","21","Non-UKRN",2,2,1,0,-1,-1,0,1,1,1,-1,1,2,1,-1,-2,0,1,-1,-1,-1,-2,-2,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,4,0.25,-5,-0.625,5,3,1,0,0,0,1,1,""
403,"90","UNI73","No","Year 2","3","Psychology ","Female ","20","Non-UKRN",2,1,1,-1,-1,-1,1,-1,-1,1,-1,1,1,0,-1,-1,0,1,1,-1,-1,-1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,-2,-0.125,0,0,4,3,1,0,0,0,0,1,""
278,"100","UNI06","Yes","Year 1","4","Psychology (BSc)","Female ","19","Non-UKRN",2,1,1,0,0,1,2,1,1,-2,-2,1,-1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,5,0.3125,2,0.25,7,3,1,0,0,1,1,1,""
321,"100","UNI10","Yes","Year 1","4","BSc Psychology with professional placement year ","Female ","19","Non-UKRN",2,2,2,0,-1,0,1,1,0,1,0,1,2,1,-1,-1,-1,1,-1,1,-2,-1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,7,0.4375,0,0,5,3,1,1,0,1,0,1,"N/A"
724,"98","UNI64","No","Year 1","3","Core Psychology","Female","25","Non-UKRN",2,1,2,0,2,0,1,-2,-1,0,-2,1,2,1,-2,-1,-1,1,0,2,0,1,0,1,2,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0.0625,7,0.875,3,1,1,1,0,0,0,1,"For me it had raised an awareness that I still have a lot to learn around research practice and how this works, the ethics and the different styles of research. "
360,"100","UNI10","No","Final Year","3","Psychology Bsc (Hons)","Female ","20","Non-UKRN",2,1,1,1,1,1,2,2,1,2,-1,2,1,0,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,13,0.8125,2,0.25,2,6,1,0,1,0,0,1,"N/A"
288,"100","UNI50","No","Year 1","3","Psychology ","Female ","18","Non-UKRN",2,1,1,0,2,1,2,2,2,2,1,0,2,0,-1,-1,1,1,1,2,1,-1,2,2,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,15,0.9375,9,1.125,4,4,1,1,1,0,0,1,""
587,"100","UNI06","Yes","Year 2","4","psychology Bsc","female","21","Non-UKRN",2,2,1,1,0,0,0,2,0,1,0,1,-1,-1,-1,1,-1,1,1,1,1,-2,0,1,2,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,5,0.3125,5,0.625,3,2,0,NA,NA,1,0,1,""
651,"100","UNI79","No","Final Year","3","Psychology","female","21","Non-UKRN",2,2,2,0,2,0,0,2,2,1,1,-1,2,0,2,1,-2,2,2,2,-2,-1,1,-1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,14,0.875,3,0.375,3,5,0,NA,NA,0,0,1,""
15,"100","UKRN01","Yes","Placement Year","4","BSc in Psychology","Female","21","UKRN",2,0,1,2,2,0,0,2,1,2,-2,-1,2,-1,0,-1,-1,2,0,1,2,1,1,-1,2,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,6,0.375,8,1,4,1,1,0,0,1,0,1,""
341,"100","UKRN04","No","Year 2","3","Psychology","Female","20","UKRN",2,2,2,-1,1,1,1,2,1,1,1,1,2,1,1,-2,-1,1,1,1,1,-1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,13,0.8125,6,0.75,5,4,1,1,1,0,0,1,""
283,"100","UNI50","No","Year 2","3","Psychology ","Female","19","Non-UKRN",2,2,1,0,2,1,1,2,0,1,-2,-1,2,0,-1,-1,-2,-1,-1,2,-1,-1,-1,-1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,5,0.3125,-3,-0.375,4,4,0,NA,NA,0,0,1,""
339,"100","UKRN04","No","Final Year","3","Psychology ","Female","21","UKRN",2,2,2,-1,1,0,1,2,2,1,1,-1,2,0,-1,-1,-1,1,1,0,-1,-1,1,-1,-1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,9,0.5625,-1,-0.125,8,0,0,NA,NA,0,0,1,""
274,"100","UNI06","Yes","Year 2","4","BSc Psychology and Business","female","20","Non-UKRN",2,0,0,-1,1,0,0,0,0,0,1,0,0,1,0,-1,0,0,-1,0,0,-1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.0625,0,0,1,7,1,1,0,0,1,0,""
249,"100","UNI73","No","Year 2","3","Psychology ","Female ","20","Non-UKRN",2,2,1,2,-1,1,1,2,2,1,-1,1,-1,1,-2,-1,-1,-1,1,1,1,-2,-1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,7,0.4375,1,0.125,2,7,1,1,0,0,0,0,""
551,"100","UNI06","Yes","Year 2","3","Psychology Bcs Hons ","Female","19","Non-UKRN",2,2,2,1,0,1,1,-1,-1,0,-2,1,1,1,-1,1,-1,1,0,1,0,-1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,5,0.3125,4,0.5,5,3,0,NA,NA,0,0,1,""
84,"100","UKRN08","No","Year 2","3","Psychology with Criminology ","Female ","21","UKRN",2,2,1,0,0,1,0,1,1,1,0,1,1,1,-1,-1,-1,1,-1,1,-1,-1,-1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,7,0.4375,-2,-0.25,3,0,1,1,1,0,0,1,""
431,"98","UNI08","No","Year 2","3","BSc Psychology","Female","26","Non-UKRN",2,2,2,2,2,1,1,1,1,1,-2,2,2,2,2,-1,0,2,2,2,1,0,-2,2,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,18,1.125,9,1.125,2,5,0,NA,NA,0,0,1,"I believe it's extremely important for research to be transparent and responsible. Attempting to manipulate the findings by running several unplanned comparisons or adding participants to the pool is deceitful and can end up and a very poor practice."
379,"55","UNI73","No","Final Year","3","Psychology","Female","22","Non-UKRN",2,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,0,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,8,0.5,NA,NA,4,2,NA,NA,NA,NA,NA,NA,""
