"","ID","Progress","Uni","Full_Part","PTY","Current_Year","Course_Duration","Course_Name","Previous_Training","Gender","UKRN","timepoint","Perception_Score_Total","Perception_Score_Mean","Knowledge_Score_Total","Knowledge_Score_Mean","Awareness_Score_Total","Experience_Score_Total","crisis_aware","crisis_learnt","crisis_explain","os_explain","os_learnt","applicability","comments"
"103",105,"100","UKRN01","Full-time","Yes","Year 1","4","BSc Psychology with Placement Year","Yes","Female","UKRN",1,12,12,22,22,3,2,0,NA,9999,0,0,1,""
"104",106,"100","UKRN01","Full-time","Yes","Year 1","4","Psychology","Yes","female","UKRN",1,8,8,16,16,6,3,0,NA,9999,0,0,1,""
"105",107,"100","UKRN01","Full-time","Yes","Placement Year","4","Psychology","Yes","Female","UKRN",1,13,13,23,23,7,3,1,1,1,1,1,1,""
"106",108,"100","UKRN01","Full-time","Yes","Year 1","4","Psychology","Yes","Female ","UKRN",1,4,4,20,20,3,1,1,1,1,0,0,1,"The issue could be that a lot of research is conducted on undergrad Psychology students "
"107",109,"100","UKRN01","Full-time","No","Year 2","3","BSc Psychology ","Yes","Female","UKRN",1,10,10,16,16,1,7,0,NA,9999,0,0,1,""
"108",110,"100","UKRN01","Full-time","Yes","Year 2","4","Psychology","Yes","Female","UKRN",1,8,8,18,18,8,4,1,1,1,0,0,1,""
"109",111,"100","UKRN01","Full-time","Yes","Year 1","4","BSc Psychology  ","Yes","Female ","UKRN",1,7,7,16,16,7,1,0,NA,9999,1,1,1,""
"110",112,"100","UKRN01","Full-time","Yes","Year 2","4","Psychology ","Yes","Female","UKRN",1,10,10,18,18,8,0,1,1,1,0,1,1,""
"111",113,"100","UKRN01","Full-time","Yes","Year 1","4","Psychology","Yes","female","UKRN",1,7,7,22,22,6,3,0,NA,9999,1,0,1,""
"112",114,"100","UKRN01","Full-time","Yes","Year 1","4","PSYCHOLOGY ","Yes","FEMALE","UKRN",1,10,10,20,20,8,0,0,NA,9999,0,0,0,""
"113",115,"100","UKRN01","Full-time","No","Year 1","3","Psychology","No","Female","UKRN",1,9,9,19,19,6,1,1,0,1,0,0,1,""
"114",116,"100","UKRN01","Full-time","Yes","Year 1","4","Psychology BSc","Yes","Female","UKRN",1,11,11,22,22,4,4,0,NA,9999,0,0,1,"One or two of the questions on the first page weren't clear--worth checking your wording."
"115",117,"100","UKRN01","Full-time","Yes","Year 1","4","Psychology","Yes","Female","UKRN",1,18,18,19,19,2,0,0,NA,9999,0,0,1,""
"116",118,"100","UKRN01","Full-time","Yes","Year 1","4","Psychology","Yes","female","UKRN",1,19,19,25,25,8,4,1,0,1,0,0,1,""
"117",119,"100","UKRN01","Full-time","Other (Please specify)","Year 1","3","Psychology","No","Female","UKRN",1,-1,-1,14,14,4,2,1,1,9999,0,0,0,""
"118",120,"100","UKRN01","Full-time","Yes","Year 1","4","Bsc Psychology","No","female","UKRN",1,8,8,19,19,1,1,0,NA,9999,0,0,0,""
"119",121,"100","UKRN01","Full-time","No","Year 2","3","Psychology","Yes","Female","UKRN",1,2,2,13,13,7,3,1,0,1,0,0,1,""
"120",122,"100","UKRN01","Full-time","Yes","Year 2","4","Psychology BSc","Yes","Female","UKRN",1,21,21,27,27,5,1,1,1,1,1,0,1,"The issues raised are somewhat applicable to undergraduates - it is important to understand things like replication andn open access, but it's not so relevant if undergraduates aren't going on to do research. Also, I felt like I didn't know much about the finanicial side - e.g. whether journals should charge for access for example."
"121",123,"100","UKRN01","Full-time","Yes","Year 2","4","Psychology BSc","Yes","Female","UKRN",1,12,12,23,23,6,3,1,1,0,0,0,1,""
"122",124,"100","UKRN01","Full-time","Yes","Year 1","4","BSc Psychology","Yes","Female","UKRN",1,5,5,19,19,2,3,1,0,1,0,0,1,""
"123",125,"100","UKRN01","Full-time","Yes","Year 2","4","BSc Psychology","Yes","Female","UKRN",1,18,18,23,23,6,1,1,1,1,0,1,1,""
"124",126,"100","UKRN01","Full-time","Yes","Year 1","4","Psychology BSc","Yes","Female","UKRN",1,1,1,17,17,4,4,0,NA,9999,1,0,1,""
"125",127,"100","UKRN01","Full-time","Yes","Year 1","3","BSc psychology","No","Female ","UKRN",1,6,6,14,14,3,1,0,NA,9999,0,0,1,""
"126",128,"100","UKRN01","Full-time","Yes","Year 1","4","Bsc Psychology","No","Female","UKRN",1,-5,-5,13,13,3,2,0,NA,9999,0,0,1,""
"127",129,"100","UKRN01","Full-time","No","Year 1","3","BSc Psychology","No","Female","UKRN",1,9,9,17,17,8,3,0,NA,9999,1,0,0,""
"128",130,"100","UKRN01","Full-time","Yes","Year 1","4","BSc (Hons) Psychology","Yes","Male","UKRN",1,8,8,20,20,3,2,0,NA,9999,0,0,1,""
"129",131,"100","UKRN01","Full-time","Yes","Year 1","4","Psychology Bsc","Yes","Male","UKRN",1,16,16,22,22,6,2,0,NA,9999,0,0,1,""
"130",132,"100","UKRN01","Full-time","Yes","Year 1","4","Psychology ","Yes","Female","UKRN",1,12,12,17,17,7,1,1,0,0,1,0,1,""
"131",133,"100","UKRN01","Full-time","No","Year 2","3","Psychology","Yes","female","UKRN",1,2,2,14,14,2,2,1,1,1,0,0,1,""
"132",134,"100","UKRN01","Full-time","No","Year 2","3","Psychology","Yes","female","UKRN",1,7,7,17,17,4,4,0,NA,9999,0,0,1,""
"133",135,"100","UKRN01","Full-time","Yes","Year 1","4","BSc psychology","No","Female","UKRN",1,5,5,14,14,3,5,0,NA,9999,0,0,0,""
"134",137,"100","UKRN01","Full-time","Yes","Year 1","4","Psychology ","Yes","Female","UKRN",1,6,6,19,19,5,3,0,NA,9999,0,0,0,""
"135",138,"100","UKRN01","Full-time","Yes","Year 2","4","Psychology Bsc","Yes","Female","UKRN",1,18,18,22,22,3,3,1,1,1,0,0,1,""
"136",139,"100","UKRN01","Full-time","Yes","Year 2","3","Psychology","Yes","Female","UKRN",1,3,3,16,16,1,1,0,NA,9999,0,0,0,""
"137",140,"100","UKRN01","Full-time","Yes","Year 2","4","Psychology","Yes","Female","UKRN",1,0,0,17,17,4,3,1,1,0,0,0,1,""
"138",141,"100","UKRN01","Full-time","Yes","Year 1","4","Psychology BSc","Yes","Female","UKRN",1,6,6,16,16,4,1,0,NA,9999,0,0,1,""
"139",142,"100","UKRN01","Full-time","Yes","Year 2","4","BSc psychology ","Yes","female","UKRN",1,8,8,18,18,3,0,0,NA,9999,0,0,1,""
"140",143,"100","UKRN01","Full-time","No","Year 1","3","BSc Psychology ","Yes","Female ","UKRN",1,1,1,15,15,6,2,0,NA,9999,0,0,1,""
"141",144,"100","UKRN01","Full-time","Yes","Year 1","4","Psychology Bsc ","Yes","Male ","UKRN",1,19,19,26,26,8,2,1,0,0,0,0,1,""
"142",145,"100","UKRN01","Full-time","Yes","Year 1","4","Psychology","Yes","Female","UKRN",1,-2,-2,14,14,5,3,0,NA,9999,0,0,1,""
"143",146,"100","UKRN01","Full-time","Yes","Year 1","4","BSc Psychology","Yes","Female","UKRN",1,6,6,17,17,5,5,1,0,0,0,0,1,""
"144",147,"100","UKRN01","Full-time","No","Year 2","3","Psychology ","Yes","Female","UKRN",1,6,6,13,13,5,1,0,NA,9999,0,1,0,""
"145",148,"100","UKRN01","Full-time","Yes","Year 1","4","psychology bsc","Yes","female","UKRN",1,11,11,20,20,8,5,1,1,0,1,0,0,""
"146",149,"100","UKRN01","Full-time","Yes","Placement Year","4","BSc Psychology","No","Female ","UKRN",1,14,14,24,24,8,0,1,1,1,1,1,1,""
"147",150,"100","UKRN01","Full-time","Yes","Year 1","4","Psychology BSc","Yes","female","UKRN",1,17,17,20,20,5,0,0,NA,9999,0,0,1,""
"148",151,"100","UKRN01","Full-time","No","Year 2","3","Psychology","Yes","Female","UKRN",1,10,10,15,15,4,1,0,NA,9999,1,0,1,""
"149",152,"100","UKRN01","Full-time","Yes","Year 1","4","Psychology BSc","Yes","F","UKRN",1,13,13,24,24,7,0,1,0,1,1,0,1,""
"150",153,"100","UKRN01","Full-time","Yes","Placement Year","4","Psychology","Yes","Female","UKRN",1,3,3,19,19,0,3,0,NA,9999,0,1,1,""
"151",154,"100","UKRN01","Full-time","Yes","Year 2","4","Psychology BSc","Yes","Female","UKRN",1,6,6,19,19,2,3,1,1,1,0,1,1,""
"152",155,"100","UKRN01","Full-time","Yes","Year 1","3","Bsc Psychology","No","Male","UKRN",1,11,11,23,23,4,4,1,1,1,0,0,1,"None."
"153",156,"100","UKRN01","Full-time","Yes","Year 1","4","Psychology ","Yes","Female","UKRN",1,12,12,18,18,4,4,1,0,0,0,0,1,""
"154",157,"100","UKRN01","Full-time","Yes","Year 1","4","BSc Psychology","Yes","Female","UKRN",1,8,8,20,20,5,1,1,0,0,0,0,1,""
"155",158,"100","UKRN01","Full-time","No","Year 1","3","Psychology","No","Female ","UKRN",1,13,13,19,19,6,2,1,1,0,1,0,1,""
"156",159,"100","UKRN01","Full-time","Yes","Year 1","4","BSc Psychology","Yes","female","UKRN",1,9,9,17,17,5,1,0,NA,9999,0,0,1,""
"157",160,"100","UKRN01","Full-time","Yes","Year 2","4","Psychology","Yes","female","UKRN",1,13,13,21,21,3,1,1,1,1,0,0,1,""
"158",161,"100","UKRN01","Full-time","Yes","Year 2","4","BSc Psychology","Yes","female","UKRN",1,14,14,19,19,6,2,1,0,1,0,0,1,""
"159",162,"100","UKRN01","Full-time","No","Year 1","3","BSc Psychology","Yes","Female","UKRN",1,9,9,23,23,2,0,0,NA,9999,0,0,1,""
"160",163,"100","UKRN01","Full-time","Yes","Year 1","4","Psychology BSc","Yes","Female","UKRN",1,15,15,18,18,4,4,1,0,1,0,0,1,""
"161",164,"100","UKRN01","Full-time","Yes","Year 2","4","Psychology (BSc)","Yes","Female","UKRN",1,12,12,17,17,8,6,1,1,1,0,0,0,""
"162",165,"100","UKRN01","Full-time","Yes","Year 1","4","Psychology Bsc","Yes","Female","UKRN",1,8,8,23,23,4,2,1,1,1,0,0,1,""
"163",166,"100","UKRN01","Full-time","Yes","Year 1","3","Psychology","Yes","Female","UKRN",1,3,3,13,13,5,3,1,1,9999,0,1,1,""
"164",167,"100","UKRN01","Full-time","Yes","Year 1","4","Psychology BSc ","Yes","Female","UKRN",1,9,9,19,19,2,2,0,NA,9999,0,0,1,""
"165",168,"100","UKRN01","Full-time","Yes","Year 1","3","Bsc Psychology","No","Female","UKRN",1,7,7,17,17,1,0,1,0,1,0,0,0,""
"166",169,"100","UKRN01","Full-time","Yes","Year 1","4","Psychology","Yes","Female","UKRN",1,-4,-4,12,12,1,1,1,1,9999,0,0,1,""
"167",170,"100","UKRN01","Full-time","Yes","Year 1","4","BSc psychology","Yes","male","UKRN",1,6,6,19,19,3,5,0,NA,9999,0,0,1,""
"168",171,"100","UKRN01","Full-time","Yes","Year 1","4","Psychology ","Yes","Female","UKRN",1,10,10,18,18,6,3,1,0,1,0,0,1,""
"169",172,"100","UKRN01","Full-time","Yes","Year 2","4","Psychology","Yes","female","UKRN",1,22,22,24,24,5,1,1,1,1,0,0,1,""
"170",173,"100","UKRN01","Full-time","Yes","Placement Year","4","BSc Psychology ","No","Female ","UKRN",1,10,10,17,17,4,1,0,NA,9999,0,0,1,"Its a bit confusing to answer the scenarios without more information. Like sharing the data online, its a bit iffy to share it without consent , but if the participant has been informed and consented, I can't see a problem with it "
"171",174,"100","UKRN01","Full-time","Yes","Year 2","4","Psychology","Yes","Male","UKRN",1,8,8,16,16,5,2,1,1,1,0,0,1,""
"172",175,"100","UKRN01","Full-time","Yes","Year 1","3","Psychology BSc","Yes","Female","UKRN",1,-4,-4,14,14,4,0,1,1,1,1,1,1,"good study, raises important issues in psychology going on today."
"173",176,"100","UKRN01","Full-time","Yes","Placement Year","4","psychology Bsc","Yes","female","UKRN",1,16,16,26,26,6,2,1,1,1,1,1,1,""
"174",177,"100","UKRN01","Full-time","Yes","Placement Year","4","Psychology","Yes","Male","UKRN",1,9,9,15,15,8,0,1,1,1,1,1,1,""
"175",178,"100","UKRN01","Full-time","Yes","Year 2","3","BSc Psychology","Yes","Female","UKRN",1,13,13,21,21,4,0,1,1,0,1,1,1,""
"176",179,"100","UKRN01","Full-time","Yes","Year 2","3","Psychology","No","Female","UKRN",1,18,18,14,14,0,5,1,1,1,1,0,1,""
"177",180,"100","UKRN01","Full-time","Yes","Year 1","3","Psychology","Yes","Female","UKRN",1,6,6,19,19,5,3,0,NA,9999,1,0,1,"no"
"178",181,"100","UKRN01","Full-time","No","Year 2","3","Psychology ","Yes","Female","UKRN",1,4,4,19,19,5,3,1,1,0,0,1,1,""
"179",182,"100","UKRN01","Full-time","Yes","Year 1","4","BSc Psychology","Yes","Female","UKRN",1,5,5,9,9,4,2,1,0,1,0,0,0,""
"180",183,"100","UKRN01","Full-time","Yes","Year 1","4","BCs psychology ","No","female","UKRN",1,5,5,14,14,2,6,1,0,0,1,0,1,""
"181",184,"100","UKRN01","Full-time","Yes","Year 2","4","Psychology","Yes","Female","UKRN",1,20,20,20,20,4,2,1,1,1,1,1,1,""
"182",185,"100","UKRN01","Full-time","Yes","Year 2","3","Psychology","Yes","female","UKRN",1,13,13,20,20,4,3,1,1,1,0,0,1,""
"183",186,"100","UKRN01","Full-time","Yes","Year 1","4","Psychology (BSc)","Yes","Male","UKRN",1,6,6,21,21,2,1,1,1,0,0,0,1,""
"184",187,"100","UKRN01","Full-time","Yes","Year 1","4","BSc Psychology","Yes","female","UKRN",1,8,8,17,17,7,4,1,0,1,0,0,1,""
"185",188,"100","UKRN01","Full-time","No","Year 1","3","BSc Psychology","Yes","Female","UKRN",1,13,13,19,19,2,3,1,0,0,0,0,1,""
"186",189,"100","UKRN01","Full-time","Yes","Year 1","4","Psychology Bsc","Yes","female","UKRN",1,5,5,16,16,4,2,0,NA,9999,1,0,1,""
"187",190,"100","UKRN01","Full-time","No","Year 1","3","Psychology","Yes","Female","UKRN",1,9,9,17,17,8,0,0,NA,9999,1,0,1,""
"188",191,"100","UKRN01","Full-time","No","Year 1","3","BSc Psychology","Yes","Female","UKRN",1,16,16,20,20,8,2,0,NA,9999,0,0,0,"No"
"189",192,"100","UKRN01","Full-time","Yes","Year 2","4","BSc Psychology","Yes","Female","UKRN",1,13,13,22,22,6,0,1,1,1,0,0,1,""
