"ID","Uni","Full_Part","PTY","Current_Year","Course_Duration","Course_Name","Previous_Training","Gender","UKRN","timepoint","crisis_aware","crisis_learnt","crisis_explain","os_explain","os_learnt","applicability","crisis_aware_Completed","crisis_learnt_Completed","crisis_explain_Completed","os_explain_Completed","os_learnt_Completed","applicability_Completed"
189,"UKRN01","Full-time","Yes","Year 1","4","Psychology Bsc","Yes","female","UKRN",1,0,NA,NA,1,0,1,1,0,0,1,1,1
190,"UKRN01","Full-time","No","Year 1","3","Psychology","Yes","Female","UKRN",1,0,NA,NA,1,0,1,1,0,0,1,1,1
191,"UKRN01","Full-time","No","Year 1","3","BSc Psychology","Yes","Female","UKRN",1,0,NA,NA,0,0,0,1,0,0,1,1,1
192,"UKRN01","Full-time","Yes","Year 2","4","BSc Psychology","Yes","Female","UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
193,"UKRN01","Full-time","Yes","Placement Year","4","Psychology BSc","No","female","UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
194,"UKRN01","Full-time","Yes","Year 1","4","Bsc Psychology","Yes","Female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
195,"UKRN01","Full-time","Yes","Year 2","4","Psychology","Yes","Female","UKRN",1,1,0,0,0,0,1,1,1,1,1,1,1
196,"UKRN01","Full-time","Yes","Placement Year","4","BSc Psychology","Yes","Female","UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
197,"UKRN01","Full-time","Yes","Year 1","4","Psychology Bcs","Yes","female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
198,"UKRN01","Full-time","Yes","Year 1","4","BSc psychology","Yes","Female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
199,"UKRN01","Full-time","Yes","Year 1","4","Psychology BSc","Yes","female","UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
200,"UKRN01","Full-time","Yes","Year 2","4","psychology","Yes","female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
201,"UKRN01","Full-time","Yes","Year 2","4","Psychology BSc","Yes","Male","UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
202,"UKRN01","Full-time","Yes","Year 1","4","BSc psychology","Yes","female","UKRN",1,0,NA,NA,1,0,1,1,0,0,1,1,1
203,"UKRN01","Full-time","No","Year 1","3","Psychology Bsc","Yes","Female","UKRN",1,1,1,0,0,0,1,1,1,1,1,1,1
204,"UKRN01","Full-time","No","Year 1","3","Psychology ","No","female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
205,"UKRN01","Full-time","Yes","Year 1","4","Psychology Bsc","Yes","Female ","UKRN",1,1,0,0,1,0,1,1,1,1,1,1,1
206,"UKRN01","Full-time","Yes","Year 1","4","BSc Psychology with placement","Yes","Female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
207,"UKRN01","Full-time","Yes","Year 1","4","BSc Psychology","Yes","Female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
208,"UKRN01","Full-time","Yes","Year 2","4","Psychology","Yes","Female","UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
209,"UKRN01","Full-time","Yes","Year 2","4","BSc Psychology","Yes","Male","UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
210,"UKRN01","Full-time","No","Year 1","3","Psychology ","Yes","Female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
211,"UKRN01","Full-time","Yes","Year 2","4","Psychology BSc","Yes","Female","UKRN",1,1,1,1,0,1,1,1,1,1,1,1,1
212,"UKRN01","Full-time","Yes","Year 1","4","BSc Psychology","Yes","female","UKRN",1,0,NA,NA,0,0,0,1,0,0,1,1,1
213,"UKRN01","Full-time","Yes","Year 1","4","Psychology BSc (Hons)","Yes","Female","UKRN",1,0,NA,NA,0,0,0,1,0,0,1,1,1
214,"UKRN01","Full-time","No","Year 2","3","psychology ","Yes","female ","UKRN",1,0,NA,NA,1,1,1,1,0,0,1,1,1
215,"UKRN01","Full-time","Yes","Year 2","4","Psychology ","Yes","Male ","UKRN",1,0,NA,NA,0,0,0,1,0,0,1,1,1
216,"UKRN01","Full-time","No","Year 1","3","psychology","No","female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
217,"UKRN01","Full-time","Yes","Year 1","4","Psychology BSc","Yes","Female","UKRN",1,0,NA,NA,0,0,0,1,0,0,1,1,1
218,"UKRN01","Full-time","Yes","Year 2","4","BSc Psychology","Yes","Female","UKRN",1,1,1,1,0,1,1,1,1,1,1,1,1
219,"UKRN01","Full-time","Yes","Year 2","4","Psychology ","Yes","Female","UKRN",1,1,1,0,0,0,0,1,1,1,1,1,1
220,"UKRN01","Full-time","Yes","Year 1","4","BSc Psychology ","Yes","Female","UKRN",1,1,0,0,0,0,1,1,1,1,1,1,1
221,"UKRN01","Full-time","Yes","Year 1","4","Psychology","Yes","female","UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
222,"UKRN01","Full-time","Yes","Placement Year","3","Psychology","Yes","Female","UKRN",1,1,1,1,0,0,0,1,1,1,1,1,1
223,"UKRN01","Full-time","Yes","Year 1","4","Psychology BSc","Yes","Female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
224,"UKRN01","Full-time","Yes","Year 1","4","BSc Psychology","No","Male","UKRN",1,0,NA,NA,0,1,1,1,0,0,1,1,1
225,"UKRN01","Full-time","No","Year 2","3","Psychology BSc","Yes","Female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
226,"UKRN01","Full-time","Yes","Year 2","4","Psychology","Yes","f","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
227,"UKRN01","Full-time","Yes","Year 2","4","BSc Psychology","Yes","female","UKRN",1,0,NA,NA,1,0,1,1,0,0,1,1,1
228,"UKRN01","Full-time","Yes","Year 2","4","Psychology","Yes","Female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
229,"UKRN01","Full-time","Yes","Year 1","4","Psychology BSc","Yes","Female ","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
230,"UKRN01","Full-time","Yes","Placement Year","4","BSc Psychology","Yes","Female","UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
231,"UKRN01","Full-time","Yes","Year 1","4","BSc Psychology ","Yes","Female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
232,"UKRN01","Full-time","Yes","Placement Year","4","Psychology BSc","Yes","Female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
233,"UKRN01","Full-time","Yes","Year 2","4","Psychology","Yes","female","UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
234,"UKRN01","Full-time","Yes","Year 1","4","BSc Psychology","Yes","Female","UKRN",1,1,1,0,0,0,1,1,1,1,1,1,1
235,"UKRN01","Full-time","No","Year 2","3","Psychology","Yes","female","UKRN",1,0,NA,NA,1,0,1,1,0,0,1,1,1
236,"UKRN01","Full-time","Yes","Placement Year","4","Psychology","Yes","Female","UKRN",1,1,0,0,1,0,1,1,1,1,1,1,1
237,"UKRN01","Full-time","Yes","Year 1","4","Bsc Psychology","Yes","Female ","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
238,"UKRN01","Full-time","Yes","Year 2","4","Psychology ","No","Female","UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
239,"UKRN01","Full-time","Yes","Year 2","4","Psychology","Yes","Male","UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
240,"UKRN01","Full-time","No","Year 1","3","Psychology","Yes","Female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
241,"UKRN01","Full-time","Yes","Year 1","4","psychology ","Yes","female ","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
242,"UKRN01","Full-time","Yes","Year 2","3","psychology Bsc","No","female","UKRN",1,1,0,0,0,0,1,1,1,1,1,1,1
243,"UKRN01","Full-time","No","Year 1","3","Psychology BSc","No","Female","UKRN",1,1,0,1,0,0,1,1,1,1,1,1,1
244,"UKRN01","Full-time","Yes","Placement Year","4","Psychology BSc","Yes","Female","UKRN",1,1,0,1,0,0,1,1,1,1,1,1,1
245,"UKRN01","Full-time","Yes","Year 1","4","Psychology BSc","No","female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
246,"UKRN01","Full-time","Yes","Year 1","4","Psychology","Yes","Female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
247,"UKRN01","Full-time","Yes","Placement Year","4","Bsc Psychology","No","Male","UKRN",1,1,1,0,1,1,1,1,1,1,1,1,1
248,"UKRN01","Full-time","Yes","Placement Year","4","psychology","Yes","Male ","UKRN",1,0,NA,NA,0,1,1,1,0,0,1,1,1
249,"UKRN01","Full-time","Yes","Year 1","4","BSc Psychology","Yes","Male","UKRN",1,1,0,1,0,0,0,1,1,1,1,1,1
250,"UKRN01","Full-time","Yes","Year 1","4","Psychology","Yes","Female","UKRN",1,1,0,0,1,0,1,1,1,1,1,1,1
251,"UKRN01","Full-time","Yes","Final Year","4","Psychology BSc","Yes","Female","UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
252,"UKRN01","Full-time","Yes","Year 2","3","Psychology BSc ","No","Female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
253,"UKRN01","Full-time","No","Year 1","3","Psychology","Yes","Female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
254,"UKRN01","Full-time","Yes","Placement Year","4","Bsc Psychology","No","Female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
255,"UKRN01","Full-time","No","Year 1","3","Psychology Bsc (Hons)","Yes","Female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
256,"UKRN01","Full-time","Yes","Placement Year","4","Psychology","Yes","Female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
257,"UKRN01","Full-time","Yes","Year 1","4","Psychology BSc","Yes","Female","UKRN",1,0,NA,NA,0,0,0,1,0,0,1,1,1
258,"UKRN01","Full-time","No","Year 2","2","Psychology BSc","Yes","Female","UKRN",1,1,1,1,0,1,1,1,1,1,1,1,1
259,"UKRN01","Full-time","Yes","Placement Year","4","Psychology","Yes","Female","UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
260,"UKRN01","Full-time","Yes","Placement Year","4","Psychology BSc","Yes","Female","UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
261,"UKRN01","Full-time","Yes","Year 1","4","Psychology","Yes","female","UKRN",1,1,0,0,0,0,1,1,1,1,1,1,1
262,"UKRN01","Full-time","No","Year 2","3","psychology","Yes","female","UKRN",1,1,1,0,1,1,1,1,1,1,1,1,1
263,"UKRN01","Full-time","Yes","Year 2","3","Psychology BSc","No","Female","UKRN",1,0,NA,NA,1,1,1,1,0,0,1,1,1
264,"UKRN01","Full-time","Yes","Year 2","3","Psychology BSc","No","Female","UKRN",1,1,0,NA,1,1,1,1,1,0,1,1,1
265,"UKRN01","Full-time","Yes","Year 2","3","Psychology BSc","No","Female","UKRN",1,1,0,NA,1,1,1,1,1,0,1,1,1
266,"UKRN01","Full-time","Yes","Placement Year","4","BSc Psychology with placement year","Yes","female","UKRN",1,1,1,0,0,0,1,1,1,1,1,1,1
267,"UKRN01","Full-time","Yes","Year 1","4","Psychology","Yes","Female","UKRN",1,1,0,1,0,0,1,1,1,1,1,1,1
268,"UKRN01","Full-time","Yes","Year 2","4","Bsc Psychology","Yes","female","UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
269,"UKRN01","Full-time","Yes","Year 1","4","Psychology","Yes","Female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
270,"UKRN01","Full-time","Yes","Year 1","4","Psychology","Yes","Female","UKRN",1,0,NA,NA,1,0,1,1,0,0,1,1,1
271,"UKRN01","Full-time","Yes","Year 1","4","Psychology ","Yes","Female ","UKRN",1,1,0,NA,0,0,1,1,1,0,1,1,1
272,"UKRN01","Full-time","Yes","Year 1","4","Psychology ","Yes","Female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
273,"UKRN01","Full-time","Yes","Year 1","4","Psychology","Yes","Male","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
274,"UKRN01","Full-time","No","Year 2","3","Undergraduate Psychology","No","Female","UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
275,"UKRN01","Full-time","Yes","Year 1","4","psychology ","Yes","female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
276,"UKRN01","Full-time","Yes","Year 1","4","psychology ","Yes","female ","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
277,"UKRN01","Full-time","Yes","Year 1","4","psychology bsc","Yes","female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
278,"UKRN01","Full-time","Yes","Year 1","4","Psychology","Yes","Female","UKRN",1,1,0,1,0,0,1,1,1,1,1,1,1
279,"UKRN01","Full-time","Yes","Year 1","4","psychology bsc","Yes","female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
280,"UKRN01","Full-time","Yes","Year 1","3","Psychology BSc","Yes","female","UKRN",1,0,NA,NA,0,0,0,1,0,0,1,1,1
281,"UKRN01","Full-time","Yes","Year 1","4","Psychology Bsc","Yes","Female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
282,"UKRN06","Full-time","No","Year 2","3","BSc Psychology ","Yes","Female ","UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
283,"UKRN06","Full-time","No","Year 1","3","Psychology","No","Female","UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
284,"UKRN06","Full-time","No","Year 2","3","Psychology BSc","Yes","Female","UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
285,"UKRN06","Full-time","Yes","Placement Year","3","BSc Experimental Psychology","Yes","f","UKRN",1,1,1,1,0,1,1,1,1,1,1,1,1
286,"UKRN06","Full-time","No","Final Year","3","Experimental psychology","Yes","Male","UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
287,"UKRN06","Full-time","No","Year 1","3","BSc Psychology","Yes","Female ","UKRN",1,1,0,0,0,0,1,1,1,1,1,1,1
288,"UKRN06","Full-time","No","Year 2","3","BSc psychology ","Yes","Female ","UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
289,"UKRN06","Full-time","No","Final Year","3","Psychological Science","Yes","Female","UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
290,"UKRN06","Full-time","No","Year 1","3","Bsc psychology","Yes","Female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
291,"UKRN06","Full-time","No","Final Year","4","BSc psychology","No","Female","UKRN",1,1,1,1,1,0,1,1,1,1,1,1,1
292,"UKRN06","Full-time","No","Year 1","3","Psychology (BSc)","No","female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
293,"UKRN06","Full-time","No","Year 2","3","Psychology","Yes","Female","UKRN",1,1,1,0,1,1,1,1,1,1,1,1,1
294,"UKRN06","Full-time","No","Year 2","4","Psychology with Innovation","Yes","Female","UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
295,"UKRN06","Full-time","No","Year 1","3","Psychology","Yes","female","UKRN",1,1,0,0,0,1,1,1,1,1,1,1,1
296,"UKRN06","Full-time","No","Final Year","3","Psychological Science","Yes","Male","UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
297,"UKRN01","Full-time","Yes","Placement Year","4","psychology","No","female","UKRN",1,1,1,NA,0,0,1,1,1,0,1,1,1
298,"UKRN03","Full-time","No","Year 2","3","BSc Psychology","Yes","Female ","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
299,"UKRN06","Full-time","No","Year 1","3","Psychology BsC","Yes","Male","UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
300,"UKRN06","Full-time","No","Final Year","3","Psychology","Yes","Female","UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
301,"UKRN06","Full-time","No","Year 1","3","Psychology (BSc)","No","Female","UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
302,"UNI04","Full-time","No","Final Year","4","BSc Psychology with a year abroad","Yes","Female","Non-UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
303,"UNI04","Full-time","No","Final Year","3","PSYCHOLOGY","Yes","FEMALE","Non-UKRN",1,1,0,0,0,0,1,1,1,1,1,1,1
304,"UNI04","Full-time","No","Final Year","3","Psychology","No","Female","Non-UKRN",1,0,NA,NA,1,0,1,1,0,0,1,1,1
305,"UNI04","Full-time","No","Final Year","3","Bsc Psychology","Yes","female ","Non-UKRN",1,1,1,1,0,0,0,1,1,1,1,1,1
306,"UNI04","Full-time","No","Final Year","4","Psychology with a year abroad","Yes","Female","Non-UKRN",1,1,0,NA,0,0,1,1,1,0,1,1,1
307,"UKRN01","Full-time","Yes","Year 1","4","Psychology BSc","Yes","Male","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
308,"UKRN01","Full-time","Yes","Year 1","3","Psychology","Yes","Male","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
309,"UKRN01","Full-time","No","Year 2","3","Psychology BSc","Yes","Male","UKRN",1,1,0,NA,0,0,0,1,1,0,1,1,1
310,"UNI07","Full-time","No","Year 2","3","Psychology","No","Female","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
311,"UNI07","Full-time","Yes","Year 2","3","BSc Psychology ","Yes","Female","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
312,"UNI07","Full-time","No","Year 2","3","BSc Psychology ","Yes","Female ","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
313,"UNI07","Full-time","No","Year 2","3","Psychology ","Yes","Female ","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
314,"UNI07","Full-time","No","Year 2","3","Abnormal and clinical psychology","No","Female ","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
315,"UNI07","Full-time","No","Year 2","3","Psychology ","No","Female","Non-UKRN",1,1,1,0,0,0,1,1,1,1,1,1,1
316,"UNI07","Full-time","No","Year 2","3","abnormal and clinical psychology","Yes","female","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
317,"UKRN08","Full-time","No","Final Year","3","Bsc Psychology","Yes","Female","UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
318,"UKRN08","Full-time","No","Final Year","3","BSc Psychology ","Yes","Female","UKRN",1,1,1,1,1,0,1,1,1,1,1,1,1
319,"UKRN08","Full-time","Yes","Year 2","3","Psychology ","Yes","Female ","UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
320,"UKRN08","Full-time","No","Final Year","3","Psychology ","Yes","Female","UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
321,"UNI07","Full-time","No","Year 2","3","Psychology Bsc","No","Female ","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
322,"UKRN05","Full-time","No","Year 1","3","Psychology Bsc","Yes","Female ","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
323,"UKRN05","Full-time","Yes","Year 1","3","Psychology ","Yes","Female ","UKRN",1,1,0,0,0,0,1,1,1,1,1,1,1
325,"UKRN05","Full-time","No","Year 1","3","Psychology","Yes","Female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
326,"UKRN05","Full-time","Yes","Year 1","4","Psychology BSc","Yes","female","UKRN",1,0,NA,NA,1,0,1,1,0,0,1,1,1
327,"UKRN05","Full-time","No","Year 1","3","psychology","No","female","UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
328,"UKRN05","Full-time","No","Year 1","3","Psychology Bsc","No","female","UKRN",1,1,0,1,0,0,1,1,1,1,1,1,1
329,"UKRN05","Full-time","No","Year 1","3","Psychology Bsc","No","Female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
330,"UKRN03","Full-time","No","Year 1","3","psychology bcc","Yes","female","UKRN",1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
331,"UKRN08","Full-time","Yes","Year 1","4","Psychology ","Yes","Female ","UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
332,"UKRN06","Full-time","No","Year 2","3","Psychology BSc","Yes","Female","UKRN",1,1,1,0,1,1,1,1,1,1,1,1,1
333,"UKRN06","Full-time","No","Year 2","3","Bsc Psychology ","No","Male","UKRN",1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
334,"UKRN05","Full-time","No","Year 1","3","Psychology BSc","No","Female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
335,"UKRN01","Full-time","No","Year 2","3","Psychology BSc (Hons)","Yes","Female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
336,"UKRN05","Full-time","No","Year 1","3","BSc Psychology","Yes","Non-Binary","UKRN",1,0,NA,NA,0,0,0,1,0,0,1,1,1
337,"UKRN05","Full-time","No","Year 1","3","Psychology BSc","Yes","woman","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
338,"UKRN01","Full-time","Yes","Year 1","3","Psychology","Yes","Male","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
339,"UKRN01","Full-time","Yes","Year 1","3","Psychology","Yes","Male","UKRN",1,1,0,0,0,0,1,1,1,1,1,1,1
340,"UKRN05","Full-time","No","Year 1","3","Psychology","Yes","Female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
341,"UNI19","Full-time","No","Final Year","3","BSc Psychology ","Yes","Female","Non-UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
342,"UNI19","Full-time","No","Final Year","3","Psychology","Yes","F","Non-UKRN",1,1,0,NA,0,0,1,1,1,0,1,1,1
343,"UNI19","Full-time","No","Year 2","3","Psychology","No","Female","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
344,"UNI19","Full-time","No","Year 2","3","Psychology","No","Male","Non-UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
345,"UNI21","Full-time","Other (Please specify)","Year 2","3","BSc Psychology","No","Female","Non-UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
346,"UNI21","Full-time","No","Final Year","3","BSc Psychology ","No","Female ","Non-UKRN",1,1,1,1,0,1,1,1,1,1,1,1,1
347,"UNI21","Full-time","Other (Please specify)","Year 1","3","BSc Psychology ","No","Female","Non-UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
348,"UNI21","Full-time","No","Final Year","3","Psychology BSc (Hons)","No","Female","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
349,"UNI21","Full-time","Other (Please specify)","Year 2","3","Psychology ","No","Female ","Non-UKRN",1,1,1,0,0,0,0,1,1,1,1,1,1
350,"UNI21","Full-time","Other (Please specify)","Placement Year","3","BSc psychology","Yes","Male","Non-UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
351,"UNI21","Full-time","Yes","Year 1","3","Psychology ","No","Female ","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
352,"UNI19","Full-time","No","Final Year","3","BSc Psychology","Yes","female","Non-UKRN",1,1,1,1,1,0,1,1,1,1,1,1,1
353,"UNI21","Full-time","Yes","Year 2","3","Psychology bsc","No","Female","Non-UKRN",1,1,1,NA,0,0,1,1,1,0,1,1,1
354,"UNI19","Full-time","No","Year 1","3","BSc Psychology ","No","female","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
355,"UNI21","Full-time","Other (Please specify)","Placement Year","3","BSc (Hons) Psychology","Yes","Female","Non-UKRN",1,1,0,1,1,1,1,1,1,1,1,1,1
356,"UNI20","Full-time","Other (Please specify)","Year 2","3","Psychology BSc","No","Female ","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
357,"UNI20","Full-time","No","Final Year","3","Bsc (Hons) Psychology ","No","Female ","Non-UKRN",1,0,NA,NA,1,0,1,1,0,0,1,1,1
358,"UNI21","Full-time","No","Year 2","3","BSc Psychology ","No","Female","Non-UKRN",1,1,0,1,0,0,1,1,1,1,1,1,1
359,"UNI21","Full-time","Other (Please specify)","Year 1","3","Psychology ","No","Female","Non-UKRN",1,1,0,1,1,1,1,1,1,1,1,1,1
360,"UNI21","Full-time","Other (Please specify)","Year 1","3","Psychology ","No","Female ","Non-UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
361,"UNI19","Full-time","No","Year 1","3","Psychology ","No","female ","Non-UKRN",1,0,NA,NA,1,0,1,1,0,0,1,1,1
362,"UNI22","Full-time","No","Year 1","3","Psychology with Counselling","No","Demiguy","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
363,"UNI22","Full-time","No","Final Year","4","Psychology BSc","Yes","Male","Non-UKRN",1,1,1,0,1,1,1,1,1,1,1,1,1
364,"UNI22","Full-time","No","Year 2","3","Psychology ","Yes","Male ","Non-UKRN",1,1,1,0,0,1,1,1,1,1,1,1,1
365,"UNI21","Full-time","Yes","Year 1","3","Psychology ","No","Female","Non-UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
366,"UNI21","Full-time","Yes","Placement Year","3","Psychology ","Yes","Female","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
367,"UNI19","Full-time","No","Final Year","3","BSc Psychology","Yes","Female","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
368,"UNI22","Full-time","Yes","Year 2","3","Psychology with Behaviour Analysis ","Yes","Female","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
369,"UNI19","Full-time","No","Year 2","3","Psychology Bsc","Yes","Female","Non-UKRN",1,1,1,1,0,1,1,1,1,1,1,1,1
370,"UNI21","Full-time","Yes","Year 2","4","Psychology","No","Female","Non-UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
371,"UNI21","Full-time","Other (Please specify)","Placement Year","3","Psychology/ Psychology with year of professional placement ","No","male","Non-UKRN",1,1,1,1,1,0,1,1,1,1,1,1,1
372,"UNI21","Full-time","No","Final Year","3","BScHons Psychology","No","Female","Non-UKRN",1,1,1,0,0,0,1,1,1,1,1,1,1
373,"UNI22","Full-time","No","Year 2","3","\psychology with criminology","Yes","female","Non-UKRN",1,1,0,0,1,0,1,1,1,1,1,1,1
374,"UKRN05","Full-time","No","Year 1","3","BSc psychology ","No","Female ","UKRN",1,0,NA,NA,0,0,0,1,0,0,1,1,1
375,"UNI19","Full-time","No","Year 2","3","Psychology","Yes","Female","Non-UKRN",1,0,NA,NA,0,0,0,1,0,0,1,1,1
376,"UNI22","Full-time","No","Year 2","3","Psychology BSc","Yes","Female","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
377,"UNI19","Full-time","No","Year 2","3","Psychology ","Yes","Female ","Non-UKRN",1,1,0,1,0,0,1,1,1,1,1,1,1
378,"UNI19","Full-time","No","Final Year","3","BSc Psychology","Yes","Male","Non-UKRN",1,1,0,1,0,0,1,1,1,1,1,1,1
379,"UNI22","Full-time","No","Year 2","3","psychology with developmental disorders","No","female","Non-UKRN",1,1,0,0,0,0,1,1,1,1,1,1,1
380,"UNI20","Full-time","No","Year 2","3","Psychology ","Yes","Female","Non-UKRN",1,0,NA,NA,1,1,1,1,0,0,1,1,1
381,"UNI22","Full-time","No","Year 1","3","Psychology with behavioural analysis","Yes","Female","Non-UKRN",1,1,0,1,0,0,1,1,1,1,1,1,1
382,"UNI21","Full-time","No","Year 1","3","Psychology BSc","Yes","Female","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
383,"UKRN05","Full-time","Other (Please specify)","Year 1","3","BSc psychology ","Yes","Female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
